StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,se tiene en cuenta,razon,showupfee simple,showup fee extendido
2/4/2022 16:26,2/4/2022 17:25,0,191.95.129.221,100,3505,1,2/4/2022 17:25,R_BzZzLGPqnc8ytKF,SI,RECIBIDA,no,si
2/7/2022 5:54,2/7/2022 6:53,0,181.58.38.11,100,3505,1,2/7/2022 6:53,R_UYnbwPCwd3HMuNb,SI,RECIBIDA,no,si
2/7/2022 11:46,2/7/2022 12:44,0,204.199.97.173,100,3505,1,2/7/2022 12:44,R_3JLu5S6HyfUSe3E,SI,RECIBIDA,no,si
1/29/2022 9:48,1/29/2022 10:47,0,181.55.115.39,100,3523,1,1/29/2022 10:47,R_8wZToaFoWBkDfCp,SI,RECIBIDA,no,si
2/4/2022 16:21,2/4/2022 17:20,0,181.206.20.219,100,3523,1,2/4/2022 17:20,R_1nZ6gnepME1LLxD,SI,RECIBIDA,no,si
2/4/2022 16:36,2/4/2022 17:35,0,181.140.65.231,100,3523,1,2/4/2022 17:35,R_1SWc8brG44Tvugx,SI,RECIBIDA,no,si
2/7/2022 10:53,2/7/2022 11:52,0,181.59.233.223,100,3523,1,2/7/2022 11:52,R_0AItWXdCZbu4IWl,SI,RECIBIDA,no,si
1/28/2022 12:00,1/28/2022 12:58,0,186.10.120.126,100,3524,1,1/28/2022 12:58,R_qBYEl3NhxyQt5v3,SI,RECIBIDA,no,si
2/4/2022 16:33,2/4/2022 17:32,0,204.199.113.46,100,3528,1,2/4/2022 17:32,R_3s601QOh99Ob2Yq,SI,RECIBIDA,no,si
2/6/2022 16:30,2/6/2022 17:29,0,186.84.0.218,100,3530,1,2/6/2022 17:29,R_3O9pI48yJk19XOe,SI,RECIBIDA,no,si
2/5/2022 11:48,2/5/2022 12:47,0,181.51.32.223,100,3544,1,2/5/2022 12:47,R_3oIaOmM173nwmXo,SI,RECIBIDA,no,si
2/4/2022 19:00,2/4/2022 19:59,0,186.84.21.73,100,3551,1,2/4/2022 19:59,R_3irjSFx0Cq0bcYv,SI,RECIBIDA,no,si
1/28/2022 15:52,1/28/2022 16:51,0,191.95.164.44,100,3553,1,1/28/2022 16:51,R_3kuZIHGTNwBe6uL,SI,RECIBIDA,no,si
2/4/2022 17:00,2/4/2022 18:00,0,190.29.90.135,100,3558,1,2/4/2022 18:00,R_2Ber70PwYS5KEvX,SI,RECIBIDA,no,si
2/5/2022 0:58,2/5/2022 1:57,0,181.136.232.152,100,3565,1,2/5/2022 1:57,R_3OpMNx3ILq0x2JE,SI,RECIBIDA,no,si
2/2/2022 18:06,2/2/2022 19:06,0,186.27.143.154,100,3567,1,2/2/2022 19:06,R_3PAVHdliJk7ogHF,SI,RECIBIDA,no,si
2/4/2022 18:44,2/4/2022 19:44,0,190.66.212.50,100,3570,1,2/4/2022 19:44,R_1pzGYKzfJLsiZRD,SI,RECIBIDA,no,si
1/29/2022 5:52,1/29/2022 6:52,0,190.28.75.86,100,3572,1,1/29/2022 6:52,R_a8LAaUlhV3OmQZb,SI,RECIBIDA,no,si
1/28/2022 15:55,1/28/2022 16:55,0,186.155.32.229,100,3581,1,1/28/2022 16:55,R_1q7B4SBvIHWV1Fn,SI,RECIBIDA,no,si
2/6/2022 7:50,2/6/2022 8:50,0,191.88.69.152,100,3582,1,2/6/2022 8:50,R_OBYvfxsY1teqXEB,SI,RECIBIDA,no,si
2/4/2022 16:17,2/4/2022 17:17,0,186.102.77.218,100,3590,1,2/4/2022 17:17,R_1K9cKZw3By0y9WU,SI,RECIBIDA,no,si
1/29/2022 5:42,1/29/2022 6:42,0,181.144.29.68,100,3592,1,1/29/2022 6:42,R_sNoJBoPCxldh321,SI,RECIBIDA,no,si
2/4/2022 16:33,2/4/2022 17:33,0,191.107.182.208,100,3606,1,2/4/2022 17:33,R_3O2HQue1dcY0fGC,SI,RECIBIDA,no,si
1/28/2022 17:18,1/28/2022 18:18,0,191.95.149.151,100,3613,1,1/28/2022 18:18,R_2cvF59PJzMbtzWU,SI,RECIBIDA,no,si
2/7/2022 10:38,2/7/2022 11:38,0,181.234.144.93,100,3618,1,2/7/2022 11:38,R_1etyFKDQA1esAJe,SI,RECIBIDA,no,si
1/29/2022 2:17,1/29/2022 3:18,0,181.133.2.171,100,3623,1,1/29/2022 3:18,R_pxFl2jdy64ojIAx,SI,RECIBIDA,no,si
2/6/2022 7:55,2/6/2022 8:55,0,186.154.173.154,100,3626,1,2/6/2022 8:55,R_2UhHbb3RxAdKaeU,SI,RECIBIDA,no,si
2/6/2022 12:48,2/6/2022 13:48,0,186.102.51.173,100,3630,1,2/6/2022 13:48,R_3MPvuo4WjMxSBo1,SI,RECIBIDA,no,si
2/5/2022 14:33,2/5/2022 15:34,0,186.118.112.41,100,3642,1,2/5/2022 15:34,R_263Yz9y1GAHF9d9,SI,RECIBIDA,no,si
2/7/2022 9:09,2/7/2022 10:10,0,186.28.179.161,100,3649,1,2/7/2022 10:10,R_ZmEjjL951LkFrK9,SI,RECIBIDA,no,si
2/5/2022 5:47,2/5/2022 6:47,0,191.156.176.236,100,3652,1,2/5/2022 6:48,R_wLA5VTpTk2iMNs5,SI,RECIBIDA,no,si
2/7/2022 8:04,2/7/2022 9:05,0,186.30.85.69,100,3653,1,2/7/2022 9:05,R_2tF13OqjvqPyXGI,SI,RECIBIDA,no,si
2/1/2022 7:39,2/1/2022 8:39,0,181.57.16.118,100,3654,1,2/1/2022 8:40,R_2f2jachRmTpV76T,SI,RECIBIDA,no,si
2/7/2022 5:54,2/7/2022 6:56,0,190.85.18.197,100,3673,1,2/7/2022 6:56,R_6txID3FBagMDON3,SI,RECIBIDA,no,si
2/6/2022 12:34,2/6/2022 13:35,0,186.154.34.47,100,3675,1,2/6/2022 13:35,R_2SiVu8fHLG0tAfz,SI,RECIBIDA,no,si
2/5/2022 13:04,2/5/2022 14:05,0,190.28.175.57,100,3680,1,2/5/2022 14:05,R_246hcVWQyB1RlpS,SI,RECIBIDA,no,si
2/4/2022 16:40,2/4/2022 17:42,0,190.157.110.252,100,3690,1,2/4/2022 17:42,R_25yFqurc0jrc7nh,SI,RECIBIDA,no,si
2/2/2022 21:40,2/2/2022 22:42,0,186.82.84.23,100,3695,1,2/2/2022 22:42,R_3G8JcPeuBCQdV9r,SI,RECIBIDA,no,si
1/28/2022 16:21,1/28/2022 17:22,0,191.156.151.130,100,3699,1,1/28/2022 17:22,R_UftxQL1jyjvZuCt,SI,RECIBIDA,no,si
2/2/2022 19:52,2/2/2022 20:54,0,191.95.51.74,100,3707,1,2/2/2022 20:54,R_yWKcphWrfmazay5,SI,RECIBIDA,no,si
2/4/2022 19:57,2/4/2022 20:58,0,186.144.44.253,100,3714,1,2/4/2022 20:59,R_3JKtBV9uHsMg9Gz,SI,RECIBIDA,no,si
2/5/2022 18:16,2/5/2022 19:17,0,201.221.176.2,100,3716,1,2/5/2022 19:17,R_3iQ2lnMl3TKnvZT,SI,RECIBIDA,no,si
2/6/2022 10:25,2/6/2022 11:27,0,45.172.218.7,100,3722,1,2/6/2022 11:27,R_0ICKV9fwdNAZCGR,SI,RECIBIDA,no,si
2/5/2022 20:07,2/5/2022 21:09,0,191.156.148.77,100,3726,1,2/5/2022 21:09,R_3qCKPXvhQYDaHC1,SI,RECIBIDA,no,si
2/4/2022 16:16,2/4/2022 17:18,0,186.84.89.242,100,3730,1,2/4/2022 17:18,R_1LLPKXohm6wXJau,SI,RECIBIDA,no,si
2/4/2022 16:25,2/4/2022 17:27,0,190.84.116.210,100,3731,1,2/4/2022 17:27,R_9pqfPqdg9U4ZPJD,SI,RECIBIDA,no,si
1/28/2022 20:59,1/28/2022 22:02,0,186.84.22.52,100,3736,1,1/28/2022 22:02,R_30nIjIgACSLJeyZ,SI,RECIBIDA,no,si
1/29/2022 10:28,1/29/2022 11:31,0,181.71.240.7,100,3739,1,1/29/2022 11:31,R_3GoCYtXUAWZBEuN,SI,RECIBIDA,no,si
2/5/2022 7:18,2/5/2022 8:20,0,191.95.129.129,100,3739,1,2/5/2022 8:20,R_32Mix6IaI87KKvy,SI,RECIBIDA,no,si
2/4/2022 19:49,2/4/2022 20:52,0,191.92.244.183,100,3740,1,2/4/2022 20:52,R_SZbF9vd2KnB7O81,SI,RECIBIDA,no,si
2/3/2022 11:26,2/3/2022 12:28,0,170.246.113.196,100,3741,1,2/3/2022 12:28,R_bBHM9JeVW5R3l6h,SI,RECIBIDA,no,si
2/5/2022 13:23,2/5/2022 14:26,0,186.119.192.182,100,3760,1,2/5/2022 14:26,R_12KmuxFe9zcvmKU,SI,RECIBIDA,no,si
2/7/2022 5:46,2/7/2022 6:49,0,181.225.80.28,100,3760,1,2/7/2022 6:49,R_10ASuNjk49G7Mv4,SI,RECIBIDA,no,si
2/7/2022 13:25,2/7/2022 14:28,0,191.156.142.245,100,3773,1,2/7/2022 14:28,R_2xKxFXv8eb21JdN,SI,RECIBIDA,no,si
2/7/2022 10:50,2/7/2022 11:53,0,181.48.219.197,100,3779,1,2/7/2022 11:53,R_3J2YSDJ49gwDZl8,SI,RECIBIDA,no,si
1/29/2022 14:15,1/29/2022 15:19,0,191.91.216.159,100,3791,1,1/29/2022 15:19,R_pcpNHY1m2zMPuuJ,SI,RECIBIDA,no,si
2/4/2022 17:13,2/4/2022 18:17,0,186.86.32.68,100,3796,1,2/4/2022 18:17,R_3lRD0RW13wkT6vI,SI,RECIBIDA,no,si
1/28/2022 15:53,1/28/2022 16:57,0,181.49.85.222,100,3807,1,1/28/2022 16:57,R_6JTLmUcvpkfzSal,SI,RECIBIDA,no,si
1/31/2022 7:27,1/31/2022 8:31,0,179.19.239.111,100,3824,1,1/31/2022 8:31,R_20YBwOVy7qk8Adu,SI,RECIBIDA,no,si
2/4/2022 17:33,2/4/2022 18:37,0,190.84.117.194,100,3829,1,2/4/2022 18:37,R_27NAkdNH3euPHPa,SI,RECIBIDA,no,si
2/4/2022 20:00,2/4/2022 21:04,0,138.117.86.5,100,3834,1,2/4/2022 21:04,R_1CCTOcvoWrITydQ,SI,RECIBIDA,no,si
2/5/2022 18:11,2/5/2022 19:15,0,190.90.242.212,100,3836,1,2/5/2022 19:15,R_3qjSl6iEqiLG2CD,SI,RECIBIDA,no,si
2/6/2022 15:07,2/6/2022 16:11,0,179.33.113.123,100,3847,1,2/6/2022 16:11,R_5vyxckL5VA3Y47v,SI,RECIBIDA,no,si
2/3/2022 1:31,2/3/2022 2:35,0,217.120.155.244,100,3857,1,2/3/2022 2:35,R_3fW5TAtqVXX8VPx,SI,RECIBIDA,no,si
2/4/2022 16:40,2/4/2022 17:45,0,181.128.47.28,100,3860,1,2/4/2022 17:45,R_2CTesOSgLhlGalz,SI,RECIBIDA,no,si
2/6/2022 16:32,2/6/2022 17:36,0,190.157.36.122,100,3861,1,2/6/2022 17:36,R_6F4VMRoCXxuBrvH,SI,RECIBIDA,no,si
2/4/2022 19:33,2/4/2022 20:37,0,181.54.70.37,100,3863,1,2/4/2022 20:37,R_1M05tVfhWpX4O7f,SI,RECIBIDA,no,si
2/6/2022 13:14,2/6/2022 14:18,0,181.61.173.198,100,3863,1,2/6/2022 14:18,R_3Dw2SiqMO6pITS0,SI,RECIBIDA,no,si
2/5/2022 8:35,2/5/2022 9:40,0,190.26.143.197,100,3866,1,2/5/2022 9:40,R_3lEU94Jt4fuKGk6,SI,RECIBIDA,no,si
2/5/2022 20:54,2/5/2022 21:58,0,181.52.63.83,100,3876,1,2/5/2022 21:58,R_3HHe6IOiLzud5v7,SI,RECIBIDA,no,si
1/28/2022 17:07,1/28/2022 18:12,0,181.130.4.26,100,3881,1,1/28/2022 18:12,R_1K3eHlMRZuYevWx,SI,RECIBIDA,no,si
2/7/2022 13:01,2/7/2022 14:05,0,186.168.86.174,100,3881,1,2/7/2022 14:05,R_23ejcPGSIagrQYR,SI,RECIBIDA,no,si
1/28/2022 16:11,1/28/2022 17:16,0,181.235.76.55,100,3882,1,1/28/2022 17:16,R_2fkwIBpDWxLj9rI,SI,RECIBIDA,no,si
2/5/2022 6:51,2/5/2022 7:56,0,190.13.82.194,100,3890,1,2/5/2022 7:56,R_2BfdMy83Ym97F8Z,SI,RECIBIDA,no,si
2/4/2022 17:38,2/4/2022 18:43,0,191.95.23.12,100,3892,1,2/4/2022 18:43,R_3CUETvXQReCX5da,SI,RECIBIDA,no,si
2/4/2022 18:42,2/4/2022 19:47,0,186.86.32.234,100,3900,1,2/4/2022 19:47,R_3kcXH315bvv26xL,SI,RECIBIDA,no,si
2/4/2022 17:32,2/4/2022 18:37,0,191.95.143.66,100,3907,1,2/4/2022 18:37,R_cOaOaBegtRK257X,SI,RECIBIDA,no,si
2/4/2022 20:12,2/4/2022 21:17,0,181.63.228.193,100,3908,1,2/4/2022 21:17,R_1GHU8G6b0Q6rHxG,SI,RECIBIDA,no,si
2/6/2022 7:33,2/6/2022 8:38,0,191.95.30.27,100,3922,1,2/6/2022 8:38,R_2y91mZTVe4QQ6xu,SI,RECIBIDA,no,si
2/4/2022 16:17,2/4/2022 17:22,0,181.129.174.42,100,3930,1,2/4/2022 17:22,R_2s5XLMacWzX1bkB,SI,RECIBIDA,no,si
2/4/2022 20:26,2/4/2022 21:31,0,186.146.221.102,100,3931,1,2/4/2022 21:31,R_3htZmxHUrbDLLKb,SI,RECIBIDA,no,si
2/6/2022 8:52,2/6/2022 9:58,0,201.182.249.182,100,3948,1,2/6/2022 9:58,R_2yeeLxWbbBZqavH,SI,RECIBIDA,no,si
2/6/2022 5:13,2/6/2022 6:19,0,191.95.39.146,100,3952,1,2/6/2022 6:19,R_1jfZYrD2SnlaGUO,SI,RECIBIDA,no,si
2/7/2022 11:53,2/7/2022 12:59,0,186.154.124.12,100,3964,1,2/7/2022 12:59,R_6RkLkZMEExCAJDH,SI,RECIBIDA,no,si
2/5/2022 5:08,2/5/2022 6:14,0,186.114.201.124,100,3975,1,2/5/2022 6:14,R_1dcuqiUaAdRTxWD,SI,RECIBIDA,no,si
2/7/2022 13:42,2/7/2022 14:48,0,191.95.154.85,100,3975,1,2/7/2022 14:48,R_2q9iHsnHRk44FNn,SI,RECIBIDA,no,si
2/5/2022 8:46,2/5/2022 9:53,0,186.159.17.222,100,3977,1,2/5/2022 9:53,R_3m3N13GoI1Al66L,SI,RECIBIDA,no,si
2/6/2022 11:56,2/6/2022 13:03,0,191.91.188.192,100,3978,1,2/6/2022 13:03,R_32WsBT6aeXaozLb,SI,RECIBIDA,no,si
1/29/2022 7:23,1/29/2022 8:30,0,181.136.230.106,100,3985,1,1/29/2022 8:30,R_1gbfuP1PZLsrJPH,SI,RECIBIDA,no,si
2/4/2022 16:16,2/4/2022 17:23,0,179.1.82.7,100,3995,1,2/4/2022 17:23,R_benI80rZjKeDY5z,SI,RECIBIDA,no,si
2/4/2022 17:50,2/4/2022 18:56,0,181.141.75.211,100,4001,1,2/4/2022 18:56,R_w5Aa2Y6r6j6RTdn,SI,RECIBIDA,no,si
2/4/2022 16:29,2/4/2022 17:36,0,181.50.10.207,100,4002,1,2/4/2022 17:36,R_1PTxgFyvyTQIi3g,SI,RECIBIDA,no,si
1/28/2022 16:40,1/28/2022 17:46,0,181.55.74.162,100,4011,1,1/28/2022 17:46,R_27C2iBqyhTjPzm0,SI,RECIBIDA,no,si
1/29/2022 5:25,1/29/2022 6:31,0,186.84.89.12,100,4013,1,1/29/2022 6:31,R_rfDYIwjy0qWq2Ax,SI,RECIBIDA,no,si
2/4/2022 20:11,2/4/2022 21:18,0,186.82.85.255,100,4013,1,2/4/2022 21:18,R_pFycexvQJ27Z1g5,SI,RECIBIDA,no,si
2/5/2022 6:55,2/5/2022 8:02,0,152.200.10.165,100,4022,1,2/5/2022 8:02,R_1qWnaorkVNPZTbs,SI,RECIBIDA,no,si
2/7/2022 10:35,2/7/2022 11:43,0,190.84.119.156,100,4030,1,2/7/2022 11:43,R_3P79PTCd0bPN4OK,SI,RECIBIDA,no,si
1/28/2022 15:51,1/28/2022 16:59,0,181.78.4.122,100,4041,1,1/28/2022 16:59,R_yKkzA3uDRi6AAtr,SI,RECIBIDA,no,si
2/4/2022 17:33,2/4/2022 18:40,0,181.78.12.94,100,4048,1,2/4/2022 18:40,R_1IAEm5uNnnuCFGh,SI,RECIBIDA,no,si
2/5/2022 12:19,2/5/2022 13:27,0,191.95.27.149,100,4052,1,2/5/2022 13:27,R_2fHXu7wmY3L0Bgm,SI,RECIBIDA,no,si
2/5/2022 5:37,2/5/2022 6:44,0,190.7.113.63,100,4053,1,2/5/2022 6:44,R_1EcaeZEnL1unkcT,SI,RECIBIDA,no,si
2/6/2022 7:19,2/6/2022 8:27,0,15.228.186.189,100,4062,1,2/6/2022 8:27,R_1gi3a6ddYyhwoxX,SI,RECIBIDA,no,si
1/28/2022 16:29,1/28/2022 17:37,0,181.54.70.36,100,4067,1,1/28/2022 17:37,R_qL2VDAvmCbm7Avn,SI,RECIBIDA,no,si
2/6/2022 12:44,2/6/2022 13:52,0,190.202.211.83,100,4070,1,2/6/2022 13:52,R_bw7BMYYC8VXuzhD,SI,RECIBIDA,no,si
2/4/2022 17:10,2/4/2022 18:18,0,179.1.0.163,100,4073,1,2/4/2022 18:18,R_2VlFK8rtRyB3ITm,SI,RECIBIDA,no,si
2/4/2022 20:01,2/4/2022 21:09,0,181.136.215.69,100,4081,1,2/4/2022 21:09,R_3RebIuQ2mk9GnHc,SI,RECIBIDA,no,si
2/4/2022 17:05,2/4/2022 18:13,0,191.110.114.89,100,4084,1,2/4/2022 18:13,R_31FM3ulYqK55TgY,SI,RECIBIDA,no,si
1/28/2022 16:13,1/28/2022 17:21,0,186.144.189.96,100,4087,1,1/28/2022 17:21,R_Dvj5izuFAgQhmg1,SI,RECIBIDA,no,si
2/7/2022 6:10,2/7/2022 7:19,0,191.156.41.63,100,4107,1,2/7/2022 7:19,R_PtHmf7AFUqeqAeJ,SI,RECIBIDA,no,si
2/4/2022 17:49,2/4/2022 18:58,0,181.78.6.106,100,4109,1,2/4/2022 18:58,R_1f92r6zfXf4kAly,SI,RECIBIDA,no,si
2/4/2022 16:37,2/4/2022 17:45,0,181.128.31.219,100,4123,1,2/4/2022 17:46,R_3ESZoj2kFzTbXM1,SI,RECIBIDA,no,si
1/31/2022 11:51,1/31/2022 13:00,0,190.90.100.215,100,4124,1,1/31/2022 13:00,R_2a9vxWyRyBVEE9w,SI,RECIBIDA,no,si
2/4/2022 18:37,2/4/2022 19:45,0,177.255.58.202,100,4128,1,2/4/2022 19:45,R_3QXnmRD8gxQHjpO,SI,RECIBIDA,no,si
2/4/2022 16:24,2/4/2022 17:33,0,186.84.90.113,100,4129,1,2/4/2022 17:33,R_2s7oIFXfenpBZrR,SI,RECIBIDA,no,si
2/6/2022 7:56,2/6/2022 9:05,0,186.28.243.19,100,4135,1,2/6/2022 9:05,R_1Hq7xD4f7ne9tTa,SI,RECIBIDA,no,si
2/4/2022 16:43,2/4/2022 17:52,0,191.95.153.86,100,4142,1,2/4/2022 17:52,R_1ImAqBGgXqILkd5,SI,RECIBIDA,no,si
2/4/2022 21:10,2/4/2022 22:19,0,99.113.161.93,100,4153,1,2/4/2022 22:19,R_8IETO1u2otNoGgV,SI,RECIBIDA,no,si
2/4/2022 16:23,2/4/2022 17:33,0,181.55.20.236,100,4158,1,2/4/2022 17:33,R_11araaiKoz7CPpe,SI,RECIBIDA,no,si
1/28/2022 15:51,1/28/2022 17:01,0,190.2.213.116,100,4159,1,1/28/2022 17:01,R_2SxJ5RQVa0ZJGzk,SI,RECIBIDA,no,si
2/6/2022 7:12,2/6/2022 8:21,0,200.118.61.119,100,4161,1,2/6/2022 8:21,R_2xXZMcHBZf5jHWt,SI,RECIBIDA,no,si
2/5/2022 7:45,2/5/2022 8:54,0,181.50.102.25,100,4165,1,2/5/2022 8:54,R_1IHtPDY08UtO4yH,SI,RECIBIDA,no,si
2/5/2022 13:41,2/5/2022 14:50,0,186.145.212.47,100,4169,1,2/5/2022 14:50,R_1FRGv63wTXXw7QB,SI,RECIBIDA,no,si
2/7/2022 10:49,2/7/2022 11:58,0,179.19.28.162,100,4186,1,2/7/2022 11:58,R_VJX3NZ4fYTsT5Ml,SI,RECIBIDA,no,si
2/4/2022 19:49,2/4/2022 20:59,0,186.118.201.141,100,4193,1,2/4/2022 20:59,R_ehepnECTaqlowvv,SI,RECIBIDA,no,si
2/7/2022 11:42,2/7/2022 12:52,0,190.147.233.139,100,4196,1,2/7/2022 12:52,R_08TY7RE74j3cEAF,SI,RECIBIDA,no,si
2/7/2022 6:39,2/7/2022 7:49,0,190.14.226.109,100,4202,1,2/7/2022 7:50,R_VRadvUH3VIwc1eF,SI,RECIBIDA,no,si
2/6/2022 9:38,2/6/2022 10:48,0,190.97.72.255,100,4204,1,2/6/2022 10:48,R_psEW3zdhKcKUdUd,SI,RECIBIDA,no,si
1/28/2022 20:19,1/28/2022 21:29,0,179.15.103.132,100,4207,1,1/28/2022 21:29,R_2bTvLSKYer7Iorh,SI,RECIBIDA,no,si
2/5/2022 14:14,2/5/2022 15:24,0,186.114.21.149,100,4212,1,2/5/2022 15:24,R_3ELN6MMtM2jsr8l,SI,RECIBIDA,no,si
2/7/2022 10:38,2/7/2022 11:48,0,190.252.62.207,100,4225,1,2/7/2022 11:48,R_3saEM56WDlgB19y,SI,RECIBIDA,no,si
2/4/2022 18:14,2/4/2022 19:24,0,131.100.51.3,100,4230,1,2/4/2022 19:24,R_3M3Qxo8koc53648,SI,RECIBIDA,no,si
2/6/2022 15:18,2/6/2022 16:28,0,190.26.159.245,100,4233,1,2/6/2022 16:28,R_27vf0hoq6CjfwG7,SI,RECIBIDA,no,si
1/28/2022 16:10,1/28/2022 17:21,0,190.90.17.230,100,4244,1,1/28/2022 17:21,R_2R87o0oRiH5Jl0K,SI,RECIBIDA,no,si
2/5/2022 14:16,2/5/2022 15:27,0,186.169.159.188,100,4261,1,2/5/2022 15:28,R_1mE1pBBNdG6Vz8i,SI,RECIBIDA,no,si
2/4/2022 20:56,2/4/2022 22:08,0,181.235.30.80,100,4278,1,2/4/2022 22:08,R_3FKvybkejmPhONT,SI,RECIBIDA,no,si
2/4/2022 16:43,2/4/2022 17:54,0,190.90.18.58,100,4282,1,2/4/2022 17:54,R_2qkLqrwX4eyZkAX,SI,RECIBIDA,no,si
2/4/2022 21:18,2/4/2022 22:29,0,181.59.153.62,100,4286,1,2/4/2022 22:29,R_3rTV94xCyJrBsTy,SI,RECIBIDA,no,si
1/28/2022 16:03,1/28/2022 17:15,0,186.112.232.30,100,4290,1,1/28/2022 17:15,R_2VL3GcVCVxM4geb,SI,RECIBIDA,no,si
2/4/2022 21:03,2/4/2022 22:15,0,181.78.13.141,100,4298,1,2/4/2022 22:15,R_2sCmbgmArY3yaNb,SI,RECIBIDA,no,si
2/5/2022 1:11,2/5/2022 2:23,0,186.84.88.130,100,4314,1,2/5/2022 2:23,R_3oF9J9JHD9pe6Fu,SI,RECIBIDA,no,si
2/4/2022 18:17,2/4/2022 19:29,0,161.10.124.77,100,4318,1,2/4/2022 19:29,R_1rvtyzjWRcK5PQt,SI,RECIBIDA,no,si
2/7/2022 14:03,2/7/2022 15:15,0,186.118.7.112,100,4326,1,2/7/2022 15:15,R_2Vxso7T3tE3Qvdf,SI,RECIBIDA,no,si
2/4/2022 18:22,2/4/2022 19:34,0,190.84.88.120,100,4345,1,2/4/2022 19:34,R_CdChfGIJHSTvkBP,SI,RECIBIDA,no,si
2/4/2022 17:19,2/4/2022 18:32,0,186.102.65.197,100,4351,1,2/4/2022 18:32,R_3MxlNe2gkEq1xjq,SI,RECIBIDA,no,si
1/28/2022 20:45,1/28/2022 21:58,0,190.143.42.85,100,4369,1,1/28/2022 21:58,R_3Ez1lC5jcscJfbC,SI,RECIBIDA,no,si
1/28/2022 16:30,1/28/2022 17:43,0,186.169.88.231,100,4370,1,1/28/2022 17:43,R_1F98I3ujFmzJcUL,SI,RECIBIDA,no,si
2/5/2022 6:28,2/5/2022 7:41,0,181.61.178.172,100,4374,1,2/5/2022 7:41,R_27U0zx34Y3xt3lf,SI,RECIBIDA,no,si
2/4/2022 17:00,2/4/2022 18:13,0,191.92.60.31,100,4378,1,2/4/2022 18:13,R_1Q3Dt2AIWWJtZeC,SI,RECIBIDA,no,si
2/5/2022 21:01,2/5/2022 22:14,0,45.176.234.112,100,4380,1,2/5/2022 22:14,R_1f2fQ9hLlV56ImB,SI,RECIBIDA,no,si
2/7/2022 11:41,2/7/2022 12:54,0,181.78.13.134,100,4380,1,2/7/2022 12:54,R_2axAhesP7jRZjll,SI,RECIBIDA,no,si
1/28/2022 15:57,1/28/2022 17:10,0,161.10.104.3,100,4390,1,1/28/2022 17:10,R_3KvTsuqcAufpY0c,SI,RECIBIDA,no,si
2/4/2022 19:58,2/4/2022 21:11,0,186.84.21.212,100,4398,1,2/4/2022 21:12,R_sSZctyGiexMsjrr,SI,RECIBIDA,no,si
1/30/2022 8:21,1/30/2022 9:35,0,181.138.13.63,100,4432,1,1/30/2022 9:35,R_U9I3ybMKSXhxlcd,SI,RECIBIDA,no,si
2/4/2022 17:01,2/4/2022 18:15,0,186.99.160.91,100,4435,1,2/4/2022 18:15,R_2VaKF7x5QtdtAUG,SI,RECIBIDA,no,si
2/5/2022 5:50,2/5/2022 7:04,0,8.242.210.162,100,4443,1,2/5/2022 7:04,R_2yezFWuroY6wn8s,SI,RECIBIDA,no,si
2/4/2022 19:21,2/4/2022 20:35,0,186.86.128.10,100,4446,1,2/4/2022 20:35,R_1rcy6McoHNRbWI3,SI,RECIBIDA,no,si
2/5/2022 6:13,2/5/2022 7:27,0,186.169.240.132,100,4448,1,2/5/2022 7:28,R_2sTFQU61HV8Z4Yk,SI,RECIBIDA,no,si
2/4/2022 17:35,2/4/2022 18:49,0,45.172.222.7,100,4450,1,2/4/2022 18:49,R_3ikwgqeYd46czpj,SI,RECIBIDA,no,si
2/6/2022 17:25,2/6/2022 18:40,0,186.81.164.135,100,4455,1,2/6/2022 18:40,R_33jdjEEMLDAUpiQ,SI,RECIBIDA,no,si
2/4/2022 16:21,2/4/2022 17:36,0,181.62.28.221,100,4471,1,2/4/2022 17:36,R_3sn7fqIPLItTIrN,SI,RECIBIDA,no,si
2/6/2022 1:06,2/6/2022 2:21,0,181.237.10.1,100,4473,1,2/6/2022 2:21,R_1jEd01Kdve8867J,SI,RECIBIDA,no,si
2/6/2022 15:04,2/6/2022 16:19,0,186.170.175.204,100,4473,1,2/6/2022 16:19,R_10Mgu4Z8SJSoIvC,SI,RECIBIDA,no,si
2/7/2022 10:44,2/7/2022 11:59,0,190.253.246.15,100,4481,1,2/7/2022 11:59,R_2zFInpsPC9EkQnx,SI,RECIBIDA,no,si
1/29/2022 10:51,1/29/2022 12:06,0,181.51.104.238,100,4483,1,1/29/2022 12:06,R_1mP3txH9cKrbqEb,SI,RECIBIDA,no,si
2/5/2022 20:11,2/5/2022 21:26,0,190.24.57.249,100,4487,1,2/5/2022 21:26,R_3flNTsCQwBeuNIs,SI,RECIBIDA,no,si
2/4/2022 17:27,2/4/2022 18:42,0,190.0.244.170,100,4495,1,2/4/2022 18:42,R_31SNSk02xDWNVCe,SI,RECIBIDA,no,si
2/5/2022 16:11,2/5/2022 17:26,0,191.102.127.220,100,4500,1,2/5/2022 17:26,R_2S3ks1eNkK3Sgvg,SI,RECIBIDA,no,si
2/4/2022 16:18,2/4/2022 17:33,0,190.130.86.168,100,4501,1,2/4/2022 17:33,R_3qdEUwcDoKRC3nV,SI,RECIBIDA,no,si
2/4/2022 16:32,2/4/2022 17:47,0,181.50.102.112,100,4517,1,2/4/2022 17:47,R_2D2cqPaXrMEKojH,SI,RECIBIDA,no,si
