ResponseId,ticket,Durationinseconds,Progress
R_1E3PzHkjPA2dUrf,32f77c3b08592cd1_861b49d1857524a8_cc430c747a15dd31_48dea1ea01dca25d2da2be00cc2aba17,2627,100
R_2WGy7VfasZL0sLG,5a9b02076c0c4c72_861b49d1857524a8_cc430c747a15dd31_a1653aafe734f7b3ea9327ee87a5c09d,2957,100
R_2ZIV6SDJWiyykgX,07fb6822d1bcfc16_861b49d1857524a8_cc430c747a15dd31_d102555970151e7c8923da72ca4da210,4783,100
R_1QLWSkIslHG02pF,a7886664ca338498_861b49d1857524a8_cc430c747a15dd31_830de04aa33a556807bee77da82113ec,5186,100
R_3gNrXDaN5wyYoiJ,64a90d71c46f1544_861b49d1857524a8_cc430c747a15dd31_52b5bec184b160ac8eb0521b6526ce69,2673,100
R_qJzX3yC5thlmkIV,0fb7ff4b87736c51_861b49d1857524a8_cc430c747a15dd31_b6212396aaacac042b63bbaecfbf5258,6137,100
R_1gd00Z3AsrgWEPT,2c10cfd101696add_861b49d1857524a8_cc430c747a15dd31_bfd1da592243fd2e0876291f6cfafae0,5387,100
R_2Ber70PwYS5KEvX,03148c040b746293_861b49d1857524a8_cc430c747a15dd31_0cd30237b68fe9279ea83f07af06b960,3558,100
R_3kFzbzw79OBP3xy,5b15f34829cbb5bc_861b49d1857524a8_cc430c747a15dd31_34101f0a64586ab50c234449de3646fd,4998,100
R_3P5lvirWNeFKD87,677d10c683f40b4b_861b49d1857524a8_cc430c747a15dd31_858ef531e777663624708920f9d3347e,5536,100
R_1i3zsgzNWtPNlds,d9a35d4d42bdf983_861b49d1857524a8_cc430c747a15dd31_5e1133aef59bd52e88616f28ae920226,5261,100
R_0JxJssjzZ9iY4Lv,f2ac0b9760a681a3_861b49d1857524a8_cc430c747a15dd31_d9ea20d11cb6689da3fb2e2f37f5e0df,6304,100
R_3ktUhoGJRwt9q1I,740b2291561a8388_861b49d1857524a8_cc430c747a15dd31_34c91446a448ec82a8737c68e40fae0f,4817,100
R_1rIERZWC2tCcVKG,09b60529893711d0_861b49d1857524a8_cc430c747a15dd31_6984f2f732ad484ab04f2e2ee247fc2c,5934,100
R_8c72dV8sCEUHhLz,35b17d6f7dbfaf66_861b49d1857524a8_cc430c747a15dd31_f9694ad503459991de425267df61aa73,5943,100
R_1C2RTXU14EWAsGj,6c213332c2a1b235_861b49d1857524a8_cc430c747a15dd31_319e8f25f4ced9c26cd42ace16df9189,4583,100
R_RD2usTAZbiuMdIR,f7d5f21246bda80c_861b49d1857524a8_cc430c747a15dd31_d79ec5b837b7635412541420bc770fa0,6252,100
R_3gSlhSdh6cg8kR7,bc9a01382dfcbb48_861b49d1857524a8_cc430c747a15dd31_33639b2010e7d0567a0827f961cab1a5,5321,100
R_1Q3Dt2AIWWJtZeC,cc050d3a40db87f6_861b49d1857524a8_cc430c747a15dd31_8fb197a7e09e56f757ceca72b220ce8a,4378,100
R_31FM3ulYqK55TgY,9bfa4af7452f6c8d_861b49d1857524a8_cc430c747a15dd31_a167651f98977fe4c53e0dac847c35d9,4084,100
R_rl1fF535G1OrAUF,da1c836658769ad8_861b49d1857524a8_cc430c747a15dd31_c8b2dc40740426f134ed064d06e9e26a,6820,100
R_1rGogjYvJtngQCL,56a83a452955dac3_861b49d1857524a8_cc430c747a15dd31_72096edb4e10bd1dbe68235022af31b4,6673,100
R_2VaKF7x5QtdtAUG,acfa5c361fa51282_861b49d1857524a8_cc430c747a15dd31_8ffae29bbaa400f280f46c144ee7652a,4435,100
R_1PTWmFg4RmNwACp,7c564084f523052d_861b49d1857524a8_cc430c747a15dd31_8f8df93ae78fcb42f61fc7bc1f144901,3333,100
R_3lRD0RW13wkT6vI,ba012b13c7f87d73_861b49d1857524a8_cc430c747a15dd31_480f0540662dac1dfe5ef5b49f1938f8,3796,100
R_A7ohlxc8KDqZnEd,6a6d5347999cdc4d_861b49d1857524a8_cc430c747a15dd31_28c8e8e8115e22266662d4f0ad232967,5880,100
R_29cBsCOCzymOwUS,da64c158abd01bf6_861b49d1857524a8_cc430c747a15dd31_07872351c608fcbefc854129402ea547,3110,100
R_TdQrdbQ9ZawOPYJ,1603bcf250559f22_861b49d1857524a8_cc430c747a15dd31_c2d62eca956b04d7ca51bff48afd5ec1,4883,100
R_ys6k9GK0qKOTVCN,04d29074113cc438_861b49d1857524a8_cc430c747a15dd31_c1cb10c04ef5d95c8807bc35c2ee040f,7291,100
R_2VlFK8rtRyB3ITm,cfddf4f5431db6a9_861b49d1857524a8_cc430c747a15dd31_c2a44c64641d6cf956ec2d09b32b6e8d,4073,100
R_1mWcpxz0QGQrI9J,a05377975b4aba33_861b49d1857524a8_cc430c747a15dd31_9c0a608b91464a8f3c0744a17e7618a8,4855,100
R_DwXI7H1FigMtXH3,95f7888c60179038_861b49d1857524a8_cc430c747a15dd31_14195690dfd0d386029e980b30d50865,1808,100
R_3Rkhwy58iaMjnp0,6fc61934b60a7344_861b49d1857524a8_cc430c747a15dd31_bf094a4fcc786703629cb73f8cdcae25,4999,100
R_wY4GDs52IiSebeN,1b18a0d12c1488c9_861b49d1857524a8_cc430c747a15dd31_9327f5edde8b4c5edf82c9d5de3ebc2d,6418,100
R_2CqyBNMszV1v0eD,5cb48c8f37d9a935_861b49d1857524a8_cc430c747a15dd31_deb70cc7e5f480f795e7f5e0d1874506,2954,100
R_1dmiWD6Tg2MAdtz,6b951d38ccbf6f61_861b49d1857524a8_cc430c747a15dd31_9134c51c6ead94e78d6d8afe76a5ba23,2543,100
R_2afBgCjV0tiPh3M,d61c23018f3975da_861b49d1857524a8_cc430c747a15dd31_95b5aaecd6617acbfa47d1ad8d3837e3,5112,100
R_4Jv8vV6EA14z8lP,c99389715374a511_861b49d1857524a8_cc430c747a15dd31_d404de467098d634abbc5b12662bdd49,5996,100
R_2t2J6zkA6lphX8c,cd0cf444849b01f0_861b49d1857524a8_cc430c747a15dd31_622f1323bff9ca2cc1bf3d0a71f19722,5947,100
R_ezCPI6h4FASdSAF,35810d9b15f40837_861b49d1857524a8_cc430c747a15dd31_81abb36595a990d88f70ba55b56a94da,2582,100
R_3MxlNe2gkEq1xjq,11503653442a4882_861b49d1857524a8_cc430c747a15dd31_562a4f6c7b1dfa56181f731aa9ea8aea,4351,100
R_1HbC3PCm6zDjSjQ,f4494b0933389dc0_861b49d1857524a8_cc430c747a15dd31_5b92f3a4af9ab5301ee056f0a7ca4005,7280,100
R_3ElDprmfMfIIg23,b78a224209934827_861b49d1857524a8_cc430c747a15dd31_c39072fb098446ac86f4a99362895764,5460,100
R_1hXqQ7TgGJgWLbw,720d8c62976618c0_861b49d1857524a8_cc430c747a15dd31_b874eff17ed926c77160e6e39ed47e18,7153,100
R_26t08VS8fEFCfcJ,cffd775011158cab_861b49d1857524a8_cc430c747a15dd31_4a0203256899f765d9071f731c8bcc43,5305,100
R_27NAkdNH3euPHPa,cdbd004d8d009842_861b49d1857524a8_cc430c747a15dd31_c407306eaa5ec83e2829c9085b1ce617,3829,100
R_cOaOaBegtRK257X,6853da75ccc19927_861b49d1857524a8_cc430c747a15dd31_28fb1861fdee2df6b173c74217233327,3907,100
R_dbvaWrqDx2YUOSl,89cccfcbb67a36c2_861b49d1857524a8_cc430c747a15dd31_44bcc3b9c32365853342ca44ebb72587,6329,100
R_3qPULco5SMRRNVX,180b100d7cb3479f_861b49d1857524a8_cc430c747a15dd31_115e3a60dc24e0a26f71062963b4be0c,2949,100
R_3r3fRZz8hlLyEs1,039360b8a0cf8254_861b49d1857524a8_cc430c747a15dd31_fcf72172fab7a6cc62d5bfe2098f0aec,7922,100
R_SBgCxCYRsqGijfP,00bf4356c0ad846d_861b49d1857524a8_cc430c747a15dd31_ebc128c59991c4b680bf3cd229ce466e,3216,100
R_1IAEm5uNnnuCFGh,6b9b96727cf10181_861b49d1857524a8_cc430c747a15dd31_8135c6ea9278905c88ced4d2a9df6f5c,4048,100
R_31SNSk02xDWNVCe,484251800b6d5723_861b49d1857524a8_cc430c747a15dd31_e6346048a471afaa54009a84862ab20b,4495,100
R_3CUETvXQReCX5da,43c3d0c1a9428253_861b49d1857524a8_cc430c747a15dd31_0a06f4535681f5ccd9a5fc7c0bf1925f,3892,100
R_3RmFEZRqJe4TbGK,d5fd621c2041b8d5_861b49d1857524a8_cc430c747a15dd31_2348eba3e18ebf524ebabe7bbce1a629,4585,100
R_2QgK61absgk5Lrr,4a94699921571c84_861b49d1857524a8_cc430c747a15dd31_5e29c3ddad07e65a0559c96e82f9c2db,7587,100
R_3ikwgqeYd46czpj,c8c1a636b82b029b_861b49d1857524a8_cc430c747a15dd31_12435034cfb29f54a892e591515c94d5,4450,100
R_1pm5WJHKtR8ssJO,f369b47817a95308_861b49d1857524a8_cc430c747a15dd31_0a9d816b8c7ad8c4fbf2de11f55fedcc,2562,100
R_1oI0UNs5pr8vNLt,71689a9220c7d9cd_861b49d1857524a8_cc430c747a15dd31_f4153c69987c5a83255a4957d31df549,7466,100
R_3Phtz2LqNt8BEzp,59c4f49c35dd152c_861b49d1857524a8_cc430c747a15dd31_845ec50d9132425cda86f4fb2edcccf3,9444,100
R_DOcaXUAT3Y5U3kZ,8d9b2796767216fc_861b49d1857524a8_cc430c747a15dd31_17f33789918aca63503d83651609f082,8509,100
R_w5Aa2Y6r6j6RTdn,094937aafba9fd3a_861b49d1857524a8_cc430c747a15dd31_bf01dd433a68aaf0fd1a979073cbdfae,4001,100
R_1f92r6zfXf4kAly,8810d79cc8a7ca69_861b49d1857524a8_cc430c747a15dd31_d2c06b77bfbb34c34b1a31a8fc43733f,4109,100
R_1dnu9F98crY8apU,5b368b3d275a625f_861b49d1857524a8_cc430c747a15dd31_caa180de268614f9eacdca77fc8fdc47,6288,100
R_3PdvuIQzi2pPHQe,02a6fa5c127369a0_861b49d1857524a8_cc430c747a15dd31_3e67ff38c580d7a06d3905ae88e73efb,6843,100
R_1ds06dJ0iWbzWWt,9436dc534248387d_861b49d1857524a8_cc430c747a15dd31_d32307a25950c3daa941f9a90fe3089e,5335,100
R_b74yUEhc9AkENVv,4fa5ff2a062b1a96_861b49d1857524a8_cc430c747a15dd31_51e2cb15a573b924b56309fc49abdaaa,7503,100
R_2ZQVo0satRt4AIT,a78abcdf733136dd_861b49d1857524a8_cc430c747a15dd31_2c9a0bf80d65201840c68e4fd3d2bf64,6499,100
R_1et8bKRHNG5N3d3,85a5cf29c0bf1f0c_861b49d1857524a8_cc430c747a15dd31_fb26496ae008722c9d4374ace8062821,7493,100
R_25RROHhPZbZqOAW,f1102a48544f8734_861b49d1857524a8_cc430c747a15dd31_9df94e389a92111151baa559b8b1c6dc,8613,100
R_Ags4uM9GuI7t3k5,4d29fdd913acc55b_861b49d1857524a8_cc430c747a15dd31_3896277986c9169ebfc1a2546d0cc359,5488,100
R_2QJSzrSnZDI0LwU,3c15f88963cc099f_861b49d1857524a8_cc430c747a15dd31_506f36f49f5dda0c72590f3a51810704,8202,100
R_3HOm4LmFtXu285V,4651bc51ab608c1c_861b49d1857524a8_cc430c747a15dd31_5657e798d57f9352fcb1aeb31673ec12,6837,100
R_CaI8QeGSpASDf5n,13c597753a4bfa13_861b49d1857524a8_cc430c747a15dd31_204c0d87bf25ebb31570370ffcd97069,9532,100
R_dikbW2pt65bQCml,a5b4f85bb66a44da_861b49d1857524a8_cc430c747a15dd31_19d76a7288bdfb0b89cc3cb9114ff56c,4632,100
R_DCuH745ErVgMmgp,fa977210b54457c3_861b49d1857524a8_cc430c747a15dd31_275587201b86fafb418ab4c33d56e65e,7953,100
R_1OSPDKyNOudU7Yd,2a6dc881910560f8_861b49d1857524a8_cc430c747a15dd31_cbd54c721d335351b699be3a0642a298,2582,100
R_qWoXAAAau8ZlRcd,831f19512d8c6a46_861b49d1857524a8_cc430c747a15dd31_4764369d914ce7e542388ee2ca4de94b,2717,100
R_3M3Qxo8koc53648,a85bdf89815d2bc6_861b49d1857524a8_cc430c747a15dd31_038aa573361789583716e2e702052b86,4230,100
R_3nwKF45TynEmst7,708b149a289ad4dd_861b49d1857524a8_cc430c747a15dd31_cb0549dc126dcd9b3db18bad47782a00,9929,100
R_1rvtyzjWRcK5PQt,4b7988d737d864d2_861b49d1857524a8_cc430c747a15dd31_cba4e1e7d1c49f3f221a9888a7f242c8,4318,100
R_3nB1vEgW9EULoC4,a110a75b07bbb70b_861b49d1857524a8_cc430c747a15dd31_d2b490ae9ec1518c7ea82b29d14d5cb3,9209,100
R_1puiaAdmJql71wl,5948697c998c60f5_861b49d1857524a8_cc430c747a15dd31_6a15fe70ad592feab0ccc0d4177601dd,3434,100
R_CdChfGIJHSTvkBP,5baccd22c52b3445_861b49d1857524a8_cc430c747a15dd31_6fd227f784f5b33392669f646d7b0dd1,4345,100
R_ac0iIPZoBTfDW5X,d889831c0dabdf15_861b49d1857524a8_cc430c747a15dd31_c10ed5b871decd658d7ac524a5f86370,6374,100
R_3PAJPPOBBvZ5SgZ,dc242266116358a9_861b49d1857524a8_cc430c747a15dd31_dca9b11341f48155e6d7e147e505723a,3328,100
R_Re6LNTriGXSiMnL,2144b287b85286ca_861b49d1857524a8_cc430c747a15dd31_e6540e14117b9905319260159fb432bf,15866,100
R_2TYMZkfZcpWfown,3010018db2d05132_861b49d1857524a8_cc430c747a15dd31_54af08dfb570e3fa832fbd5c6c7b6e0d,12186,100
R_DRYU5fHqrm2tnZn,5a9230c62bf764a8_861b49d1857524a8_cc430c747a15dd31_5cff41d28edb64ecc17487aef54df4a0,8976,100
R_esxs4DhyOjJRThL,6809d7ba727d94fd_861b49d1857524a8_cc430c747a15dd31_75af05d817d17c46dbf2c804516b1e16,5311,100
R_1pzGYKzfJLsiZRD,8cfab324c67c9540_861b49d1857524a8_cc430c747a15dd31_755290a64b30b869b9557f284a6c3afc,3570,100
R_2ruXL8caJiX2bcR,2f91102626f2b0d8_861b49d1857524a8_cc430c747a15dd31_f6b163ddb3d844b81482fdd0fd130557,5233,100
R_3QXnmRD8gxQHjpO,f04152f710a1fd91_861b49d1857524a8_cc430c747a15dd31_30af6dda84a93a720db582530e38e749,4128,100
R_3hyGXd6n0RfkpBB,188f4930755a6a73_861b49d1857524a8_cc430c747a15dd31_737a6f51c67098f853cab10968eb66b2,4686,100
R_2THSe4yeHZmFzqP,326f002d87d6f248_861b49d1857524a8_cc430c747a15dd31_dbe0793c76f9ed0cebe6fc6136893faf,5791,100
R_3kcXH315bvv26xL,b387c9f0c8147558_861b49d1857524a8_cc430c747a15dd31_d5ec2465d0f5c6ff308b5f7857650737,3900,100
R_1qWXMvR9gSOZfHW,4bca200d444d53a8_861b49d1857524a8_cc430c747a15dd31_7f7df3aa566dde5bde8f775fdd587151,5024,100
R_1lsheyfccvJs5p1,8932238ac50ac913_861b49d1857524a8_cc430c747a15dd31_161dc4ad0a157165f5aadc1be404eb6c,5144,100
R_2czKeNgd9UxUswR,b48762d6a3238372_861b49d1857524a8_cc430c747a15dd31_7c7adecf6b193198d4b4bfcd28560a6f,2802,100
R_3MrHTR08o2n8YyM,47b1b6630cda422d_861b49d1857524a8_cc430c747a15dd31_4b66875cb0f20fe80a74108e442bf042,3382,100
R_3irjSFx0Cq0bcYv,bf49868b35024c22_861b49d1857524a8_cc430c747a15dd31_2d496ed519c4bdc990f3001944f79dcf,3551,100
R_50jqxWODRREVRUR,285837fd02873000_861b49d1857524a8_cc430c747a15dd31_14e331b2672005278f7127fe19899cc4,2953,100
R_2TuCkcTNAXoa8PL,f257a554a757a186_861b49d1857524a8_cc430c747a15dd31_8e249eca0bbd6388f26be08bfda277f0,3129,100
R_1RF4gN7EjEubHmF,d0976777d01f8665_861b49d1857524a8_cc430c747a15dd31_16e31976544865c4c9ceb24720fdee8a,4759,100
R_3rPBkCBgE1bYz1Z,f60df335c85c0635_861b49d1857524a8_cc430c747a15dd31_4886463c1dd2b836ede67b7978407b31,5184,100
R_1nYKpSA7daPxPsw,1b4d8724fabba5cc_861b49d1857524a8_cc430c747a15dd31_cd26b7b5ed0c76567520574bf669be39,5703,100
R_265TdzoOvBCV013,242d7ab9f089676f_861b49d1857524a8_cc430c747a15dd31_8cec9074807eab999190c2fc57949010,6193,100
R_3dNejZVPdEbIxTj,73755bacacc99872_861b49d1857524a8_cc430c747a15dd31_b26068f64990dfbeaaa2174390a4676c,3376,100
R_SJ2QhVHjVAN5r7H,8762376f1b544436_861b49d1857524a8_cc430c747a15dd31_3b1f266710b61e301a151c6c2ec905c2,5061,100
R_2WVg8GUA7Ze4aDA,883df0d5ac32ad11_861b49d1857524a8_cc430c747a15dd31_392ff36c06678173c3d7847b8ee617f0,4940,100
R_30uTtpOGMcjOyZM,0526f50f02f78547_861b49d1857524a8_cc430c747a15dd31_90288ad374a194dd92fadc976c085519,10572,100
R_33ka0cdHms3fVhi,b954c4aabda54044_861b49d1857524a8_cc430c747a15dd31_98de8ea2294ac43d03fe9566c5e68c7e,4715,100
R_1rcy6McoHNRbWI3,8f8d34251856199b_861b49d1857524a8_cc430c747a15dd31_025de9ea4517bb274247eb6204f00b83,4446,100
R_1M05tVfhWpX4O7f,806b6c1f50738033_861b49d1857524a8_cc430c747a15dd31_da6d345c3029c97743593668c1f02103,3863,100
R_e3AcxrbPhknVPQB,9fa2b2bcd8437f2b_861b49d1857524a8_cc430c747a15dd31_4b50344921aa86c9de94e7b466aeeca0,7115,100
R_3qDS4xQE8wFCxaR,bdb71d67b6bc24bc_861b49d1857524a8_cc430c747a15dd31_c5681a974cc040e721ac06e43476c51c,3320,100
R_3lR2QFsZ2pEXNV0,3b15dac6a4a8a544_861b49d1857524a8_cc430c747a15dd31_52761283167a041d1461a6f3e706a418,5260,100
R_SZbF9vd2KnB7O81,4360f2a281908463_861b49d1857524a8_cc430c747a15dd31_56f4fbbe787f9ddc867c6c5b70e5055b,3740,100
R_21FmMzvm8Kbarhy,2288c1c28c37119d_861b49d1857524a8_cc430c747a15dd31_8f552c5c994359c00daf1fc4464f8ed7,5659,100
R_1jJrX9NR9pvOTP5,5f763a3027ca12c1_861b49d1857524a8_cc430c747a15dd31_4ae067f551d9e952785b43205eaa349d,1929,100
R_3gU8fDWShyAVeNx,dc799f4a9c0fa814_861b49d1857524a8_cc430c747a15dd31_0b4389504da619b460bc8d5c9e52081b,5474,100
R_wYNOjOiLiQ6JKlH,52658fa797094c79_861b49d1857524a8_cc430c747a15dd31_eb0ef2a7aed269a72fcab6bade15dc1f,6204,100
R_3JKtBV9uHsMg9Gz,00450973ab581a2f_861b49d1857524a8_cc430c747a15dd31_62bd48b4e97d81755507e1087beea7ea,3714,100
R_ehepnECTaqlowvv,acd20ad9b9f67155_861b49d1857524a8_cc430c747a15dd31_777b946de837a58606cb574f5c5a9b94,4193,100
R_1CCTOcvoWrITydQ,7064df143a0b3772_861b49d1857524a8_cc430c747a15dd31_7120e3808ed0a1df3f5b7c493b27f59b,3834,100
R_ddm90FBfbbbXOsF,c1d14d3722cc3d8a_861b49d1857524a8_cc430c747a15dd31_53396a2e910c2c142ef23d3ededa1d1c,3007,100
R_1NysAT86T8IKLXt,85a162837f252d90_861b49d1857524a8_cc430c747a15dd31_201027d52c43ae2997a123326b1e9085,4826,100
R_3RebIuQ2mk9GnHc,5ccfffb1bdcb5544_861b49d1857524a8_cc430c747a15dd31_e71fc216253c4077ac16dfba3afac117,4081,100
R_sSZctyGiexMsjrr,da307f46753aa177_861b49d1857524a8_cc430c747a15dd31_780255c2e3dc0daaed3aaaf322017117,4398,100
R_22xkVZkMGqw357Q,025b6cfafcdc358b_861b49d1857524a8_cc430c747a15dd31_d8550cfe8ca06a960fb75711c4771ccd,9181,100
R_RFgvf7giLBYRMit,4983f6341f708fca_861b49d1857524a8_cc430c747a15dd31_8a800cc23dea65a9033a9561a28e4a03,6514,100
R_1GHU8G6b0Q6rHxG,a5dc018fd03ba8bd_861b49d1857524a8_cc430c747a15dd31_49a4de7bd5a44a30c1fa95a93e70761d,3908,100
R_pFycexvQJ27Z1g5,f8814cbafd7f6a53_861b49d1857524a8_cc430c747a15dd31_4128f04b2166962c90868ad1a31cf591,4013,100
R_11cG62aaF32JFgv,f433a522589b8006_861b49d1857524a8_cc430c747a15dd31_d43b4234dbad41c22608053e0437e9ce,2842,100
R_3htZmxHUrbDLLKb,02036a728038308d_861b49d1857524a8_cc430c747a15dd31_ee83bedf32f2cd7ac66040c6cb931340,3931,100
R_1CDgWRnAWgwRzhZ,648f53c819bf1f68_861b49d1857524a8_cc430c747a15dd31_5ee746a16b90eef3d38687a77039c4ad,18712,100
R_1FrK8BRExynnaTG,b1d874cf43519abd_861b49d1857524a8_cc430c747a15dd31_8e44df8a5135b317d473a6cab2537aaa,6357,100
R_2fGIDxAtpgB84E6,36239a293b1f3100_861b49d1857524a8_cc430c747a15dd31_010711012ed286b9cd883907a574a7ea,3326,100
R_3Oj4dj4kRkMvd1G,a91c17855d630413_861b49d1857524a8_cc430c747a15dd31_6f24ef7e04b22ba4d969316a3683ffce,6550,100
R_2zRPpHDRP92jfLL,af91292a238ca714_861b49d1857524a8_cc430c747a15dd31_53efd20ceae5bd472d54a9a6c12a2a2a,3312,100
R_2QgRMIhveiIfB5v,f8d9f1b4fbfc6ca3_861b49d1857524a8_cc430c747a15dd31_ab6d1bf8ecf0897a66bac159e9ed9311,2327,100
R_1YSVhj8wGhs7qtr,8b5ddff071d1cb68_861b49d1857524a8_cc430c747a15dd31_36dbec6b0b2a594962986e3bd04ecdd8,15383,100
R_10SoFgefdjwXgJG,852adf5279a10d16_861b49d1857524a8_cc430c747a15dd31_0efe857edcc8017d8a0769160473ff36,6048,100
R_2UhJx3onGfkJXpo,d04460fb3c96006f_861b49d1857524a8_cc430c747a15dd31_43879f5585630a37abbcc82288af376d,5852,100
R_ymx8TOwMBVnjMnD,270bfccb93c68036_861b49d1857524a8_cc430c747a15dd31_4a2a238e643984272f8f877b5bdfecf7,4704,100
R_3FKvybkejmPhONT,00b93dfcc1b95f3b_861b49d1857524a8_cc430c747a15dd31_37f3d877db52bfcfffdb20cac8cfe9de,4278,100
R_2sCmbgmArY3yaNb,8396a38c728cb66a_861b49d1857524a8_cc430c747a15dd31_fb0fcd6542dea293c4201e1416c39489,4298,100
R_8IETO1u2otNoGgV,6861662f61ac2649_861b49d1857524a8_cc430c747a15dd31_7ca0f1b610e32aba8800e1b918312388,4153,100
R_3OqswzHcFIg0Q5a,c0dadb2f8795fd62_861b49d1857524a8_cc430c747a15dd31_3a496cf754308417a3309f2db68ae408,5415,100
R_3rTV94xCyJrBsTy,b34db43778f23390_861b49d1857524a8_cc430c747a15dd31_5e26af6c02393d03511604372eada55c,4286,100
R_2cuc3xrriHblKO1,6fa74db91c7a6522_861b49d1857524a8_cc430c747a15dd31_126104ecc20ba511fa58e8f13b151a25,3007,100
R_XTg9wIl8EWpsfjH,b247a3fdd53d3582_861b49d1857524a8_cc430c747a15dd31_a607b17cf07240217b22abeb8a0c59fd,18168,100
R_2tu5xSN1x7Ow6q9,8561c8a5ca4d4af4_861b49d1857524a8_cc430c747a15dd31_4fb9d5a851f9f717a28fab13f3383e59,3096,100
R_2bNm6wZALZNdT9L,634a5cffa1a1bd52_861b49d1857524a8_cc430c747a15dd31_698374ebac3689b1d876b669ac0f3175,3149,100
R_1FM0cCjtZi25I6Q,582b3dd74c2c8f51_861b49d1857524a8_cc430c747a15dd31_a1c64f9d4d73a46535e7aed9b4a65204,3062,100
R_2D8iuKawJOq7iYR,9035a8d11508a1d5_861b49d1857524a8_cc430c747a15dd31_17c26a5c291432528fbb7bfa0e591494,4541,100
R_3OpMNx3ILq0x2JE,c33465d1b644321a_861b49d1857524a8_cc430c747a15dd31_db7aa04602193646749519e9d43ededf,3565,100
R_3oF9J9JHD9pe6Fu,4f743737af03bd7f_861b49d1857524a8_cc430c747a15dd31_71e73002782465b3aba55806550d6f8c,4314,100
R_ReP2SFh2kK7OGUp,0a9a75ff37ab9b60_861b49d1857524a8_cc430c747a15dd31_b7355b30950d8b331ca6d168cd323621,39259,100
R_SUC23EM5eTKYoZH,a8507a78bb6db9ad_861b49d1857524a8_cc430c747a15dd31_48d1967c13d53f8ccb8681f92c0345f2,2329,100
R_PRI9RF9mcMUb1pT,614c71a00387445f_861b49d1857524a8_cc430c747a15dd31_f81b62407243d8fa153d17671df60bd5,40921,100
R_247wAHNmDBTXbjE,43511866f3bc77d9_861b49d1857524a8_cc430c747a15dd31_b2ca49e918f8cc1f71982fd8935f8903,3409,100
R_AiyxAQoSeI8fixz,b91cbf9082494966_861b49d1857524a8_cc430c747a15dd31_061778d2bb543e13b4daff4708fccba2,2733,100
R_3PNRK7irJMklkFO,abc07c5f99614ac9_861b49d1857524a8_cc430c747a15dd31_da57875071e64e5fd500dc770804cdf5,46636,100
R_9YPD0h105eIUq2d,ba9f1d1a472c023f_861b49d1857524a8_cc430c747a15dd31_7970b8a15c3da2266862fc7b933ab1b5,3118,100
R_32Qv0zcMObFkZIs,b65bd11b066ff27d_861b49d1857524a8_cc430c747a15dd31_8e967824164a13d2f7a39cb8b0f4b69b,47922,100
R_1dcuqiUaAdRTxWD,3acc4b13a4589baf_861b49d1857524a8_cc430c747a15dd31_714f1564e0d542f545dae8c1352e12a5,3975,100
R_2V3jcwfVRuBLC2S,dd35d09a38892505_861b49d1857524a8_cc430c747a15dd31_11a792531810cbe6457e16f71fd637f4,3347,100
R_1EcaeZEnL1unkcT,fc9a70843c0b85b2_861b49d1857524a8_cc430c747a15dd31_47d48364e55ce653ac4bf7d05ae4474c,4053,100
R_wLA5VTpTk2iMNs5,8f79616289bd149f_861b49d1857524a8_cc430c747a15dd31_1f0e5458c0ff1427811808500b0f556a,3652,100
R_2Sjd0Em3XJ8K0F0,2d7a510d4b7a94b9_861b49d1857524a8_cc430c747a15dd31_b324a8d2fca443d39a73ec7ce4c896a1,2501,100
R_1KpOyazNm2nxZtG,947f3bdd97565133_861b49d1857524a8_cc430c747a15dd31_8fb85ae56ca0380477fb00072c5f9405,3441,100
R_2yezFWuroY6wn8s,b038674fc0a0d45b_861b49d1857524a8_cc430c747a15dd31_e2f14c76ed0f2514734153e7624cea7f,4443,100
R_1P1QulcMq2ac5o0,36fa05b3150581bc_861b49d1857524a8_cc430c747a15dd31_4c0fbc3f77c3394689b17cef26b324cf,50511,100
R_2sTFQU61HV8Z4Yk,2cf9b9f6f75738a5_861b49d1857524a8_cc430c747a15dd31_1e1302ebdeafabccf1ecb748e6acd90d,4448,100
R_3qyhnjpeXE0A4rX,6f5ccc0296f11900_861b49d1857524a8_cc430c747a15dd31_0f8272a8116f8ba2fa43b68d625cdfae,3118,100
R_3isVepS2KgoRlHJ,017ffc05d053764b_861b49d1857524a8_cc430c747a15dd31_88b995a2d949e79bdda8f37fa7a1430a,4756,100
R_27U0zx34Y3xt3lf,bd400a2ba512b143_861b49d1857524a8_cc430c747a15dd31_d6be730473b5005f134d2b1e4548e731,4374,100
R_8Aee8b4t9VkqKYx,f7879ca88f2ff275_861b49d1857524a8_cc430c747a15dd31_ae0a5cd856af7c9d10a08a9052cb604b,2546,100
R_2BfdMy83Ym97F8Z,355c60cf0d757993_861b49d1857524a8_cc430c747a15dd31_7e0d44c28e7cd57de90c7d430bc4e06d,3890,100
R_vcyQ57nlU9ffSIp,276cc67df84b76cb_861b49d1857524a8_cc430c747a15dd31_550bd0e3d8afa93e256cb2751bd3d89c,6238,100
R_1qWnaorkVNPZTbs,6c9a4f6115d534a1_861b49d1857524a8_cc430c747a15dd31_436e508e1e1e83de586147af9a5b03bf,4022,100
R_OOUrtPTD54HF4fn,467b6093c30fa446_861b49d1857524a8_cc430c747a15dd31_b46bd9943b3e48f678f2930fcd7b6cdd,5491,100
